"","coast","site","site_full","treatment","transect.point","date.insertion","date.retrieval","month.iris","month_name.iris","season.iris","campaign","sr_mean","sr_max","sr_min","sr_se","sr_0-10 cm","sr_20-30 cm","sr_40-50 cm","sr_10-20 cm","sr_50-60cm","sr_30-40 cm"
"99","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-02-01,2023-03-01,"03","March","Spring","one",0.0641659803108735,0.199682452933306,0.016122621413526,0.00976768292399088,0.0639074087221633,0.085393538060052,0.047334049665316,0.0625001281763144,0.0557705604971846,0.0700901967442108
"100","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-03-01,2023-05-01,"05","May","Spring","two",0.0394280122119001,0.127506448615587,0.00588452401374442,0.00710366395587968,0.0453595895613667,0.0410118094041032,0.0259969060939201,0.0392841766981439,0.0470566765758096,0.037858914938057
"101","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-05-01,2023-06-01,"06","June","Summer","three",0.046660186922777,0.294863881295624,0.0102595624200511,0.0119565815358778,0.0204597187869734,0.027064393206678,0.0679148810729653,0.0206187329349912,0.106934570424115,0.0369688251109389
"102","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-06-01,2023-08-01,"08","August","Summer","four",0.339191737488585,0.806864229336844,0.0173356089516175,0.0536942388819689,0.0503179897886584,0.747255386400268,0.341746378903116,0.244172066390443,0.13178724489141,0.519871358557616
"103","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-08-01,2023-09-01,"09","September","Autumn","five",0.293456018271645,0.617036053121714,0.00955840561445128,0.0400113402540126,0.0468551233254171,0.528210506242323,0.249662685767438,0.202010137212955,0.203665465370182,0.530332191711553
"104","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-09-01,2023-10-01,"10","October","Autumn","six",0.223368639842428,0.79279853709006,0.00983125350325988,0.0468943098508452,0.0236276499766574,0.367935350280564,0.232509699645065,0.0833324359934516,0.427212376141808,0.205594327017023
"105","North Sea","MET","Mettgrund (MET)","Not grazed","3",2023-10-01,2023-12-01,"12","December","Winter","seven",0.288052970166723,0.575713231796694,0.0291111408058893,0.0410138334180107,0.0354708363569661,0.419483945248025,0.38276892711444,0.123717031718618,0.291094556750865,0.475782523811426
"106","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-02-01,2023-03-01,"03","March","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-03-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-05-01,2023-06-01,"06","June","Summer","three",0.0247410817941459,0.054050461024224,0.00433764592878933,0.00311574042125934,0.039758657086296,0.0269413905661843,0.00974762597313188,0.0382961234435266,0.0147817613919297,0.0189209323038067
"109","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.364341584121094,0.944998210537516,0.0223411351907196,0.0564961907783989,0.0613544653381003,0.455328518409426,0.382462135001228,0.153784539195744,0.407427184609285,0.725692662172779
"110","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-08-01,2023-09-01,"09","September","Autumn","five",0.382601876713071,0.953205794823381,0.026035607981215,0.0649911815315799,0.0581654801672669,0.284688729819001,0.525242297968385,0.14481471654597,0.609122991372568,0.673577044405238
"111","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-09-01,2023-10-01,"10","October","Autumn","six",0.145425062150208,0.512794484320967,0.0138701254183974,0.030528999433035,0.0368840672112025,0.0657793568634686,0.207180753577729,0.0670755486824848,0.299931911902439,0.195698734663922
"112","North Sea","MET","Mettgrund (MET)","Not grazed","4",2023-10-01,2023-12-01,"12","December","Winter","seven",0.243180955202704,0.717015330428414,0.0214198362012526,0.0488315090627887,0.0471255581078158,0.266106912485841,0.271679618680724,0.0940383089232225,0.370156502589286,0.409978830429334
"113","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-02-01,2023-03-01,"03","March","Spring","one",0.148346466822952,0.361276800407399,0.0124885709417544,0.0198437536067122,0.220683378864698,0.0811242450206737,0.165604705653135,0.0610217042899564,0.15782558084859,0.203819186260659
"114","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-03-01,2023-05-01,"05","May","Spring","two",0.372975014975483,0.701065831614761,0.123894069069241,0.032179402824632,0.224558520564772,0.451593212024239,0.319789101581397,0.551502521698427,0.402038044159829,0.288368689824236
"115","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",0.386787249467452,0.816191787675669,0.0356913589969382,0.046174878208233,0.115478080918781,0.616407089457635,0.284744743869006,0.555962619587586,0.314763363603787,0.433367599367916
"116","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.796260981200562,0.981606400869439,0.279099191507686,0.0344893671864055,0.807852766942522,0.631936029903031,0.909935245064319,0.842897631120868,0.93994070087188,0.645003513300752
"117","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-08-01,2023-09-01,"09","September","Autumn","five",0.754375470435274,0.972307534306869,0.429660586869228,0.0336049285500968,0.61602815091228,0.860714265165245,0.718856500127458,0.927471251956591,0.699592740285881,0.703589914164187
"118","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-09-01,2023-10-01,"10","October","Autumn","six",0.81255977105745,0.974729790325624,0.453574936477737,0.0261070553143047,0.719507112877189,0.866529655912088,0.858083329767926,0.79346551347497,0.8488833886182,0.788889625694325
"119","North Sea","MET","Mettgrund (MET)","Not grazed","5",2023-10-01,2023-12-01,"12","December","Winter","seven",0.849012442164,0.990687375462221,0.159083014073883,0.0400206255779501,0.545169463648464,0.979373000423781,0.906252007670288,0.837228418051875,0.901176392030554,0.924875371159039
"120","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-02-01,2023-03-01,"03","March","Spring","one",0.0732819837719894,0.220937299483045,0.0140124932341866,0.0105383249495676,0.107761796448501,0.0604020304091078,0.0423908759037201,0.0401757759659247,0.0846912842857289,0.104270139618954
"121","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-03-01,2023-05-01,"05","May","Spring","two",0.0271502271852025,0.0640277350120314,0.00321425577524161,0.00402983587335188,0.0467694937639304,0.0352468450387101,0.00729177102296455,0.0443312291603757,0.00637701359679248,0.0228850105284416
"122","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-05-01,2023-06-01,"06","June","Summer","three",0.126066595839175,0.71896343156775,0.00286498284397942,0.0327689577361337,0.06557112756689,0.138437187977381,0.138165560665659,0.0503454600513269,0.233158474315637,0.130721764458156
"123","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-06-01,2023-08-01,"08","August","Summer","four",0.279970676283596,0.766164513955657,0.036273544676442,0.0462945308056859,0.104419132103414,0.277164459569341,0.472354019585171,0.0682964790374785,0.188257344815853,0.569332622590318
"124","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-08-01,2023-09-01,"09","September","Autumn","five",0.294436067373999,0.793140897674542,0.0157036970776712,0.0462832687698554,0.12282187388124,0.384657145555944,0.43359767458347,0.0761167931203793,0.195946568441584,0.553476348661377
"125","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-09-01,2023-10-01,"10","October","Autumn","six",0.321552220720359,0.958109995153342,0.0145073708195444,0.0624739665223592,0.225966762875054,0.447987731194304,0.320550688156754,0.219376450683792,0.221025862718577,0.494405828693675
"126","North Sea","MET","Mettgrund (MET)","Grazed","1",2023-10-01,2023-12-01,"12","December","Winter","seven",0.188348491838138,0.579286192010701,0.0196691933257453,0.0296205846696057,0.153553298675777,0.183337148935588,0.220178500854871,0.0376995433137312,0.17207007683289,0.363252382415973
"127","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-02-01,2023-03-01,"03","March","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-03-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-05-01,2023-06-01,"06","June","Summer","three",0.117323046135253,0.252802781349717,0.0341833266927602,0.0138408871349557,0.0597595807307037,0.151020170715523,NA,0.101644969180838,NA,0.195764185165329
"130","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-06-01,2023-08-01,"08","August","Summer","four",0.195472036248406,0.661928236527776,0.0108006171781245,0.0335818836497163,0.0440391675390691,0.132062217934197,0.419335050187981,0.0812013566999243,0.153124721526231,0.343069703603036
"131","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-08-01,2023-09-01,"09","September","Autumn","five",0.27580523297517,0.846019742322104,0.0229267350622164,0.0461943352866356,0.153906210071727,0.259788242238403,0.516228661842022,0.216676116440828,0.215071685189102,0.293160482068935
"132","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-09-01,2023-10-01,"10","October","Autumn","six",0.109972265745722,0.443516964611456,0.00533603994885679,0.0274875163923641,0.0331614810266966,0.0402869436512879,0.341128001610407,0.0167014397725341,0.121525169387574,0.107030559025832
"133","North Sea","MET","Mettgrund (MET)","Grazed","2",2023-10-01,2023-12-01,"12","December","Winter","seven",0.20825859939034,0.710417059822608,0.0114504948293666,0.0414267306743324,0.0574364496657809,0.151482610487748,0.504001413794484,0.0423702825581963,0.141590111324099,0.35267072851173
"134","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-02-01,2023-03-01,"03","March","Spring","one",0.204774795667728,0.436299842633488,0.0217646880090873,0.0260243350770486,0.342917290286479,0.27044349133053,0.0871501905549666,0.252534937167205,0.135280391432748,0.140322473234442
"135","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-03-01,2023-05-01,"05","May","Spring","two",0.0525284627747934,0.173545543801628,0.00539143279172821,0.00980434589578047,0.0703311675152182,0.0864697818673602,0.0280646755449352,0.0656452217998738,0.0307469001924446,0.0339130297289285
"136","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-05-01,2023-06-01,"06","June","Summer","three",0.138596428875425,0.55470500813852,0.011760663944637,0.0256907891171938,0.0612605392631013,0.152096323748194,0.100608072856445,0.0999159985911363,0.196813385690337,0.220884253103338
"137","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-06-01,2023-08-01,"08","August","Summer","four",0.380120332035094,0.837058032189197,0.0691608125034036,0.0456556101381248,0.0755327211887981,0.498045429745311,0.395929297640456,0.329454750179558,0.402103969984296,0.579655823472145
"138","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-08-01,2023-09-01,"09","September","Autumn","five",0.302611659839558,0.766894607327901,0.0080675804556195,0.0537187283659394,0.0186283873837724,0.259703811174637,0.372322110409749,0.0412213702065699,0.628229478533078,0.495564801329541
"139","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-09-01,2023-10-01,"10","October","Autumn","six",0.191373578385844,0.603242210756102,0.00646615943900356,0.034878001861889,0.0165428632777328,0.271402059384487,0.174643085721303,0.0746124972882622,0.319915962263456,0.291125002379822
"140","North Sea","MET","Mettgrund (MET)","Grazed","3",2023-10-01,2023-12-01,"12","December","Winter","seven",0.407067602800499,0.874450259376578,0.0371371987955503,0.0522593853321262,0.108641544215247,0.399863994319274,0.465045338709439,0.16860475668282,0.678333925450289,0.621916057425928
"141","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-02-01,2023-03-01,"03","March","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-03-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-05-01,2023-06-01,"06","June","Summer","three",0.166104135565501,0.483242398738524,0.0451921215640728,0.0272492991541963,0.0630079977491761,0.168205084604968,0.145007643840157,0.151743096477853,NA,0.150922933661306
"144","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.237910014685898,0.65875281779162,0.00996357558308052,0.0354568759004385,0.0526158692412532,0.214549178036234,0.418644188802738,0.0999212455194142,0.219060590225285,0.422669016290463
"145","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-08-01,2023-09-01,"09","September","Autumn","five",0.286851165076903,0.851662761579629,0.0112701406610205,0.0524943827135192,0.0606638715530475,0.289728391521264,0.404224040881403,0.0791795435274153,0.362249974924753,0.525061168053536
"146","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-09-01,2023-10-01,"10","October","Autumn","six",0.150337479328366,0.467833215991522,0.0186146562473608,0.0227888660744608,0.0671140238626201,0.0892160385740893,0.312043234137352,0.0540587752034829,0.177858980538981,0.201733823653674
"147","North Sea","MET","Mettgrund (MET)","Grazed","4",2023-10-01,2023-12-01,"12","December","Winter","seven",0.429392658237862,0.895406448218409,0.0895975627973953,0.0445881373333017,0.189936787608708,0.572793841424951,0.426691596801202,0.27820909793965,0.493097636969006,0.615626988683655
"148","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-02-01,2023-03-01,"03","March","Spring","one",0.263983157497026,0.566654842981461,0.0400598782908653,0.0314161335406286,0.443068476887907,0.263567990175808,0.11134547909612,0.391064690204508,0.209563926516118,0.165288382101698
"149","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-03-01,2023-05-01,"05","May","Spring","two",0.287523250989808,0.914569680463748,0.037723417963227,0.0442037513128499,0.238741420197266,0.34060735422532,0.284182282006228,0.339255869283206,0.118632681372036,0.403719898854791
"150","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",0.128739545436154,0.434356933465235,0.00405477922509198,0.0252276958359586,0.0464121845304054,0.187569204377093,0.142508939667772,0.0637069469377298,0.0875732757128565,0.244666721391067
"151","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.330436170880833,0.87424306006522,0.093992091480281,0.0416201081296746,0.186565732532719,0.467170906916612,0.299045758738565,0.248434209768057,0.206588551207239,0.574811866121806
"152","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-08-01,2023-09-01,"09","September","Autumn","five",0.439083458000443,0.961231402683519,0.00820914342549666,0.0567724777879754,0.246323034118086,0.547105384706415,0.478249499684231,0.227973481884664,0.381353043337092,0.75349630427217
"153","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-09-01,2023-10-01,"10","October","Autumn","six",0.309210961342489,0.631679094125417,0.0369681883239358,0.034434245901297,0.273893091168838,0.376855979464724,0.314320971348673,0.0942745357648821,0.317782367440067,0.478138822867747
"154","North Sea","MET","Mettgrund (MET)","Grazed","5",2023-10-01,2023-12-01,"12","December","Winter","seven",0.470915874185067,0.993978007921084,0.0839098564996837,0.0595942463743723,0.287154093942929,0.637034498367835,0.444392053973925,0.379917450502806,0.421635207942372,0.655361940380538
"155","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-02-01,2023-03-01,"03","March","Spring","one",0.233388456165944,0.990009723585832,0.00531326430885395,0.0563677600683718,0.0640637456695856,0.145682342024801,0.379821283873806,0.0337138011048717,0.653669116167319,0.123380448155278
"156","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-03-01,2023-05-01,"05","May","Spring","two",0.265778271577154,0.940561132366721,0.0160339651812996,0.0568449805816584,0.0243899885058015,0.232999185985935,0.429375404206807,0.0459797299338378,0.708798474805213,0.15312684602533
"157","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-06-01,2023-08-01,"08","August","Summer","four",0.628635285293552,0.992730925925479,0.013426781556777,0.0728566163045624,0.155899436005643,0.641518493628914,0.986597281142485,0.243060362820047,0.983044495091871,0.761691643072353
"159","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-07-01,2023-09-01,"09","September","Autumn","five",0.529396223218414,0.986724398712758,0.0161428125061027,0.0808176212010226,0.0572563212526111,0.458707113436446,0.964753763880863,0.0488676861986008,0.958623198496038,0.688169256045924
"160","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-09-01,2023-10-01,"10","October","Autumn","six",0.563661241858965,0.990927366619585,0.00426154978276429,0.0822636259274275,0.101162918801923,0.54170152473817,0.978189115509205,0.0908287798206487,0.981706899655108,0.688378212628737
"161","North Sea","NES","Nessmersiel (NES)","Not grazed","1",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.551232841003507,0.987722062126023,0.0250314634352599,0.0783337257817234,0.071402265536998,0.486591251079691,0.955170757253909,0.162474001362976,0.967518212117154,0.664240558670317
"162","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-02-01,2023-03-01,"03","March","Spring","one",0.207618063443081,0.577765169768949,0.0174298938986916,0.0395901940745121,0.463237917721832,0.222327251684503,0.0342092146785039,0.400889200155696,0.0446666254917731,0.0803781709261801
"163","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-03-01,2023-05-01,"05","May","Spring","two",0.33432660011435,0.851033277143036,0.0183087698501615,0.0573732549398867,0.643935205559034,0.507545102336982,0.055945366971183,0.499347477138423,0.0918334547640325,0.207352993916447
"164","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-06-01,2023-08-01,"08","August","Summer","four",0.248104023916635,0.501739895774128,0.0175361015708298,0.0344237588024378,0.025295595792019,0.460111793978389,0.219457689613223,0.270897650589413,0.175478956948404,0.337382456578359
"166","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-07-01,2023-09-01,"09","September","Autumn","five",0.605024801678109,0.975240705295517,0.146023350011913,0.0553849627124459,0.87336999365497,0.72344189834799,0.295599801723023,0.926045347528626,0.312216796949569,0.499474971864479
"167","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-09-01,2023-10-01,"10","October","Autumn","six",0.565792002947108,0.966705859889254,0.100617466621242,0.0537478535901647,0.746129708157957,0.772055878255562,0.243939198337374,0.864983559156324,0.330258717404156,0.437384956371276
"168","North Sea","NES","Nessmersiel (NES)","Not grazed","2",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.549988803987576,0.92605920457894,0.161599009549722,0.0463353917447893,0.635320315978375,0.695647649784634,0.269896102325218,0.781309155030466,0.401545124450777,0.516214476355984
"169","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-02-01,2023-03-01,"03","March","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-03-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-06-01,2023-08-01,"08","August","Summer","four",0.0524397764701973,0.288641332437148,0.000384882586604634,0.0190633923182845,0.022314204130017,NA,NA,0.0226331103961107,NA,NA
"173","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-07-01,2023-09-01,"09","September","Autumn","five",0.106922250226986,0.400361855642489,0.0194674479555941,0.0188535593048781,0.0320401284330637,0.205568750907449,0.0767656633681804,0.0437528683232991,0.0730452957326608,0.210360794597264
"174","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-09-01,2023-10-01,"10","October","Autumn","six",0.0452980599302805,0.169774081249181,0.000896099375692749,0.0100977791100574,0.0127436885110659,0.0330058698813463,0.026853791016134,0.0120506632121308,0.117266516633071,0.0698678303279353
"175","North Sea","NES","Nessmersiel (NES)","Not grazed","3",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.0333296589708754,0.0790367148109365,0.00712466433295207,0.00448598271995434,0.0157822116083854,0.0447987621721584,0.027469377818742,0.0150412943611989,0.0425876406534165,0.0542986672113514
"176","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-02-01,2023-03-01,"03","March","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-03-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.0397954129452817,0.197940146170584,0.00148701581314377,0.0234044339989425,0.0121324373992086,NA,NA,0.0674583884913547,NA,NA
"180","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-07-01,2023-09-01,"09","September","Autumn","five",0.0966747458371141,0.329423262530663,0.00599055240992565,0.0240616884883829,0.0283999302307868,0.222536343862317,NA,0.0341298095535819,NA,NA
"181","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-09-01,2023-10-01,"10","October","Autumn","six",0.0349952196670294,0.155688204001099,0.00237757954933042,0.00833542132634943,0.00918514762218142,0.0505086052361211,0.0184915342123027,0.010300345058514,0.0831928456457158,0.0382928402273413
"182","North Sea","NES","Nessmersiel (NES)","Not grazed","4",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.0519251725516043,0.217308479368977,0.00344346254017165,0.0105209342120326,0.0125130407175379,0.0911779129202686,0.0483724950836622,0.0208954700614378,0.0657156749249256,0.0728764416017938
"183","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-02-01,2023-03-01,"03","March","Spring","one",0.283031204140937,0.843130011670369,0.0244870275476043,0.0482571458008926,0.23901357990607,0.358866155380881,NA,0.23377150250933,NA,0.436901727886898
"184","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-03-01,2023-05-01,"05","May","Spring","two",0.284675375867184,0.798731778635977,0.0306892729466058,0.0526178845914346,0.06141843200805,0.565903078095672,0.160731385884249,0.147883054641552,0.140068554514397,0.632047750059186
"185","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.456590356890033,0.969392408992681,0.000738441935779684,0.0723723861771484,0.0241350485071242,0.550447440067829,0.791825667682376,0.0416436147017127,0.434939346425696,0.896551023955459
"187","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-07-01,2023-09-01,"09","September","Autumn","five",0.700458833402235,0.994636155383341,0.0160808765663781,0.0655937302117395,0.110229344748742,0.948774264173168,0.875912208142404,0.547311919445909,0.737769959128387,0.982755304774803
"188","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-09-01,2023-10-01,"10","October","Autumn","six",0.636326603721712,0.995498979535826,0.00451365606140974,0.0716762619398632,0.0419608227196615,0.88027608919425,0.931165696006202,0.346068515915933,0.774111289581908,0.844377208912319
"189","North Sea","NES","Nessmersiel (NES)","Not grazed","5",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.705839083595873,0.959620198022726,0.0621709913423677,0.0564968003638389,0.162452810403208,0.71724679166398,0.894176707733103,0.728047879962521,0.842729900626403,0.890380411186021
"190","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-02-01,2023-03-01,"03","March","Spring","one",0.631793211639251,0.990647756846453,0.0960258215849608,0.0621817569115842,0.154016234702657,0.609155612973362,0.846439196269298,0.433715568040263,0.929181837019555,0.81825082083037
"191","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-03-01,2023-05-01,"05","May","Spring","two",0.64144263848096,0.993896753005478,0.0324718244216592,0.0709527068260722,0.0675485488473442,0.648069642796549,0.885614005769061,0.352309274308982,0.949198820432882,0.945915538730943
"192","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-06-01,2023-08-01,"08","August","Summer","four",0.731198142802851,0.987677353423486,0.181328611284756,0.0514278042027783,0.408475837811822,0.689815565789254,0.977138989863777,0.497343217732381,0.979525340203805,0.834889905416067
"194","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-07-01,2023-09-01,"09","September","Autumn","five",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","North Sea","NES","Nessmersiel (NES)","Grazed","1",2023-09-01,2023-10-01,"10","October","Autumn","six",0.878366789722921,0.987535697431731,0.552807578549445,0.0276588071046971,0.687952762062496,0.905657172833855,0.984422900980755,0.736605039535761,0.982214173846102,0.97334868907856
